lake_name,sample,sample_type,mothur_id,latitude,longitude,Total,Aquatic,Wetland,Terrestrial
Torch.Lake,TOR_31,surface,TOR@31,45.03733,-85.32875,1,0,0,1
Torch.Lake,TOR_32,surface,TOR@32,45.04615,-85.33718,0,0,0,0
Torch.Lake,TOR_33,surface,TOR@33,45.05692,-85.32367,1,0,0,1
Torch.Lake,TOR_34,benthic,TOR@34,45.06656,-85.3227,5,0,0,5
Torch.Lake,TOR_35,surface,TOR@35,45.06921,-85.32373,4,0,1,3
Torch.Lake,TOR_36,surface,TOR@36,45.08334,-85.323112,5,0,0,5
Torch.Lake,TOR_37,benthic,TOR@37,45.08634,-85.32483,6,0,0,6
Torch.Lake,TOR_38,surface,TOR@38,45.09738,-85.33437,14,0,1,12
Torch.Lake,TOR_39,surface,TOR@39,45.1056,-85.3474,3,1,1,1
Torch.Lake,TOR_40,surface,TOR@40,45.08218,-85.34945,6,0,1,5
Torch.Lake,TOR_41,benthic,TOR@41,45.07664,-85.34914,2,0,0,2
Torch.Lake,TOR_42,surface,TOR@42,45.0759,-85.349,3,0,2,1
Torch.Lake,TOR_43,surface,TOR@43,45.07441,-85.35358,1,0,0,1
Torch.Lake,TOR_44,surface,TOR@44,45.06812,-85.35339,2,0,0,2
Torch.Lake,TOR_45,surface,TOR@45,45.0644,-85.34714,0,0,0,0
Torch.Lake,TOR_47,surface,TOR@47,45.04771,-85.31525,0,0,0,0
Torch.Lake,TOR_48,benthic,TOR@48,45.04284,-85.30861,0,0,0,0
Torch.Lake,TOR_49,surface,TOR@49,45.02158,-85.2975,1,0,0,1
Torch.Lake,TOR_50,benthic,TOR@50,45.0088,-85.29785,0,0,0,0
Torch.Lake,TOR_51,surface,TOR@51,44.9948,-85.29363,0,0,0,0
Torch.Lake,TOR_52,benthic,TOR@52,44.99471,-85.29053,0,0,0,0
Torch.Lake,TOR_53,surface,TOR@53,44.965991,-85.281274,1,0,0,1
Torch.Lake,TOR_54,benthic,TOR@54,44.942431,-85.284659,1,1,0,0
Torch.Lake,TOR_55,surface,TOR@55,44.94221,-85.28668,1,0,0,1
Torch.Lake,TOR_56,benthic,TOR@56,44.937753,-85.29138,0,0,0,0
Torch.Lake,TOR_57,surface,TOR@57,44.92988,-85.29124,0,0,0,0
Torch.Lake,TOR_58,surface,TOR@58,44.915733,-85.2879,0,0,0,0
Torch.Lake,TOR_59,surface,TOR@59,44.90527,-85.28504,1,0,1,0
Torch.Lake,TOR_60,surface,TOR@60,44.9016,-85.28276,1,0,0,1
Walloon.Lake,WAL_02,surface,7@2,45.27898333,-85.02278333,10,0,0,9
Walloon.Lake,WAL_04,surface,7@4,45.28735,-85.02438333,18,2,2,13
Walloon.Lake,WAL_05,surface,7@5,45.29363333,-85.02915,17,3,1,13
Walloon.Lake,WAL_06,surface,7@6,45.29475,-85.02598333,1,0,0,1
Walloon.Lake,WAL_07,surface,7@7,45.29168333,-85.0241,3,1,0,2
Walloon.Lake,WAL_08,benthic,7@8,45.29101667,-85.0217,2,1,1,0
Walloon.Lake,WAL_09,surface,7@9,45.29301667,-85.01908333,13,1,2,10
Walloon.Lake,WAL_10,benthic,7@10,45.29798333,-85.0187,3,0,0,3
Walloon.Lake,WAL_11,benthic,7@11,45.29991667,-85.0257,0,0,0,0
Walloon.Lake,WAL_12,surface,7@12,45.3007,-85.03016667,6,0,1,5
Walloon.Lake,WAL_13,benthic,7@13,45.31106667,-85.02883333,9,0,2,7
Walloon.Lake,WAL_14,surface,7@14,45.31063333,-85.03151667,9,0,1,7
Walloon.Lake,WAL_15,surface,7@15,45.31598333,-85.03055,4,0,0,4
Walloon.Lake,WAL_16,benthic,7@16,45.31598333,-85.03055,1,0,0,1
Walloon.Lake,WAL_17,surface,7@17,45.32006667,-85.04256667,9,2,1,5
Walloon.Lake,WAL_18,surface,7@18,45.32416667,-85.0424,15,0,0,12
Walloon.Lake,WAL_19,benthic,7@19,45.32941667,-85.04286667,2,0,1,1
Walloon.Lake,WAL_21,surface,7@21,45.33088333,-85.0464,11,0,1,10
Walloon.Lake,WAL_22,surface,7@22,45.33301667,-85.04925,15,1,2,12
Walloon.Lake,WAL_23,surface,7@23,45.33436667,-85.04563333,10,0,1,9
Walloon.Lake,WAL_24,surface,7@24,45.33741667,-85.04616667,14,3,3,7
Walloon.Lake,WAL_25,benthic,7@25,45.33741667,-85.04616667,8,1,1,6
Walloon.Lake,WAL_26a,surface,7@26a,45.33365,-85.04093333,21,0,3,17
Walloon.Lake,WAL_27,surface,7@27,45.3314,-85.03738333,7,0,0,7
Walloon.Lake,WAL_28,benthic,7@28,45.3314,-85.03738333,7,0,1,6
Walloon.Lake,WAL_29,surface,7@29,45.32916667,-85.03416667,7,0,0,7
Walloon.Lake,WAL_30,surface,7@30,45.32138333,-85.02948333,12,0,1,11
Walloon.Lake,WAL_31,benthic,7@31,45.31791667,-85.0255,0,0,0,0
Walloon.Lake,WAL_32,surface,7@32,45.31346667,-85.0193,13,0,1,11
Walloon.Lake,WAL_33,surface,7@33,45.30873333,-85.01683333,0,0,0,0
Walloon.Lake,WAL_34,surface,7@34,45.30468333,-85.01381667,15,1,2,12
Walloon.Lake,WAL_35,benthic,7@35,45.30196667,-85.01401667,0,0,0,0
Walloon.Lake,WAL_36,surface,7@36,45.2952,-85.01075,7,1,2,4
Walloon.Lake,WAL_37,benthic,7@37,45.29193333,-85.01761667,10,2,1,7
Walloon.Lake,WAL_38,surface,7@38,45.2886,-85.01246667,7,0,1,5
Walloon.Lake,WAL_39,benthic,7@39,45.2886,-85.01263333,4,0,0,4
Walloon.Lake,WAL_40,surface,7@40,45.28253333,-85.00736667,15,1,1,12
Walloon.Lake,WAL_41,surface,7@41,45.28085,-85.00286667,10,0,2,8
Walloon.Lake,WAL_42,benthic,7@42,45.27586667,-84.99515,1,0,0,1
Walloon.Lake,WAL_43,surface,7@43,45.27035,-84.99288333,14,0,3,11
Walloon.Lake,WAL_44,surface,7@44,45.27333333,-84.98566667,2,0,0,2
Walloon.Lake,WAL_45,benthic,7@45,45.27333333,-84.98566667,4,2,0,2
Walloon.Lake,WAL_46,surface,7@46,45.27543333,-84.9756,11,0,1,10
Walloon.Lake,WAL_47,benthic,7@47,45.27205,-84.97345,1,0,0,1
Walloon.Lake,WAL_48,surface,7@48,45.27501667,-84.9693,18,2,4,12
Walloon.Lake,WAL_49,surface,7@49,45.28456667,-84.96665,8,1,0,7
Walloon.Lake,WAL_50,surface,7@50,45.29213333,-84.97053333,19,3,2,13
Walloon.Lake,WAL_51,benthic,7@51,45.29456667,-84.96691667,3,2,0,1
Walloon.Lake,WAL_52,surface,7@52,45.2977,-84.96595,12,1,2,9
Walloon.Lake,WAL_53,surface,7@53,45.30848333,-84.96986667,16,4,5,7
Walloon.Lake,WAL_54,surface,7@54,45.30756667,-84.97375,30,9,5,16
Walloon.Lake,WAL_55,surface,7@55,45.30523333,-84.97616667,7,2,2,3
Walloon.Lake,WAL_56,surface,7@56,45.30023333,-84.97565,8,2,1,5
Walloon.Lake,WAL_57,surface,7@57,45.26856667,-84.95311667,12,0,2,9
Walloon.Lake,WAL_58,surface,7@58,45.26195,-84.94771667,4,0,0,3
Walloon.Lake,WAL_59,surface,7@59,45.25903333,-84.95433333,14,0,2,12
Walloon.Lake,WAL_60,surface,7@60,45.25273333,-84.97001667,13,4,2,7
Wycamp.Lake,WYC_01,surface,WYC@01,45.65326,-84.98412,0,0,0,0
Wycamp.Lake,WYC_02,surface,WYC@02,45.65386,-84.9856,0,0,0,0
Wycamp.Lake,WYC_03,surface,WYC@03,45.65397,-84.98828,1,1,0,0
Wycamp.Lake,WYC_04,surface,WYC@04,45.65594,-84.99031,0,0,0,0
Wycamp.Lake,WYC_05,surface,WYC@05,45.65691,-84.98631,3,2,0,1
Wycamp.Lake,WYC_06,surface,WYC@06,45.65843,-84.98309,4,2,1,1
Wycamp.Lake,WYC_07,surface,WYC@07,45.65838,-84.98244,2,2,0,0
Wycamp.Lake,WYC_08,benthic,WYC@08,45.65797,-84.98001,0,0,0,0
Wycamp.Lake,WYC_09,surface,WYC@09,45.66037,-84.9752,4,1,1,1
Wycamp.Lake,WYC_10,benthic,WYC@10,45.66031,-84.97426,3,2,0,1
Wycamp.Lake,WYC_11,surface,WYC@11,45.6541,-84.97312,1,0,0,1
Wycamp.Lake,WYC_12,surface,WYC@12,45.66304,-84.97238,2,1,1,0
Wycamp.Lake,WYC_13,benthic,WYC@13,45.66061,-84.96848,4,3,0,1
Wycamp.Lake,WYC_14,surface,WYC@14,45.6637,-84.96455,5,1,2,2
Wycamp.Lake,WYC_15,benthic,WYC@15,45.66221,-84.96371,11,3,3,5
Wycamp.Lake,WYC_16,surface,WYC@16,45.65907,-84.961,7,4,0,3
Wycamp.Lake,WYC_17,surface,WYC@17,45.66067,-84.95853,5,4,0,1
Wycamp.Lake,WYC_18,benthic,WYC@18,45.65593,-84.95772,3,3,0,0
Wycamp.Lake,WYC_19,surface,WYC@19,45.65951,-84.96333,6,1,2,3
Wycamp.Lake,WYC_20,surface,WYC@20,45.66099,-84.96644,1,1,0,0
Wycamp.Lake,WYC_21,surface,WYC@21,45.65883,-84.96704,6,4,0,2
Wycamp.Lake,WYC_22,surface,WYC@22,45.66022,-84.96811,7,2,1,4
Wycamp.Lake,WYC_23,benthic,WYC@23,45.6586,-84.97014,7,4,1,2
Wycamp.Lake,WYC_24,surface,WYC@24,45.65729,-84.97512,5,4,0,1
Wycamp.Lake,WYC_25,benthic,WYC@25,45.65718,-84.97719,11,4,3,4
Wycamp.Lake,WYC_26,surface,WYC@26,45.65556,-84.97806,3,1,0,2
Wycamp.Lake,WYC_27,surface,WYC@27,45.65631,-84.97977,2,2,0,0
Wycamp.Lake,WYC_28,benthic,WYC@28,45.65614,-84.98212,3,1,0,2
Wycamp.Lake,WYC_29,surface,WYC@29,45.65671,-84.98477,1,1,0,0
Wycamp.Lake,WYC_30,benthic,WYC@30,45.65541,-84.98597,3,2,0,1
Wycamp.Lake,WYC_31,surface,WYC@31,45.65417,-84.98717,2,1,0,1
Wycamp.Lake,WYC_32,surface,WYC@32,45.65443,-84.9824,1,1,0,0
Wycamp.Lake,WYC_33,benthic,WYC@33,45.65447,-84.98249,0,0,0,0
