lake_name,sample,sample_type,mothur_id,lake_number,sample_date,filtering_date,ex_date,ex_by,ex_neg,ex_com,comments,depth,water_temp,waypoint,latitude,longitude,Abies_balsamea,Acer_palmatum,Acer_spicatum,Acer_unclassified,Acorus_calamus,Adoxaceae_unclassified,Aegopodium_podagraria,Ailanthus_altissima,Alismatales_unclassified,Allium_unclassified,Amaranthaceae_unclassified,Ambrosia_artemisiifolia,Ammophila_breviligulata,Amphicarpaea_bracteata,Anacardiaceae_unclassified,Anthoxanthum_odoratum,Anticlea_elegans,Apiaceae_unclassified,Apios_americana,Apocynum_cannabinum,Araceae_unclassified,Artemisia_campestris,Artemisia_unclassified,Arum_italicum,Asclepias_unclassified,Asparagaceae_unclassified,Asparagales_unclassified,Asparagus_officinalis,Asteraceae_unclassified,Aulacomnium_palustre,Bartramia_pomiformis,Berteroa_incana,Betula_unclassified,Betulaceae_unclassified,Bidens_bipinnata,Bignoniaceae_unclassified,Boehmeria_cylindrica,Boraginaceae_unclassified,Brasenia_schreberi,Brassica_oleracea,Brassica_rapa,Brassica_unclassified,Brassicaceae_unclassified,Bryopsida_unclassified,Butomus_umbellatus,Callitriche_palustris,Caltha_palustris,Calystegia_silvatica,Campanula_unclassified,Cannabaceae_unclassified,Capsella_bursa.pastoris,Carduus_acanthoides,Carduus_unclassified,Carex_unclassified,Carpinus_caroliniana,Carya_laciniosa,Carya_unclassified,Caryophyllaceae_unclassified,Caryophyllales_unclassified,Celtis_occidentalis,Cephalanthus_occidentalis,Cerastium_unclassified,Ceratodon_purpureus,Ceratophyllum_demersum,Cercis_canadensis,Characeae_unclassified,Chenopodium_album,Chenopodium_unclassified,Circaea_alpina,Citrullus_lanatus,Cladium_mariscoides,Clematis_terniflora,Clematis_unclassified,Comarum_palustre,Comptonia_peregrina,Cornus_racemosa,Cornus_unclassified,Corylus_americana,Corylus_unclassified,Crepis_capillaris,Cucumis_sativus,Cucurbita_pepo,Cucurbitaceae_unclassified,Cupressaceae_unclassified,Cynodon_dactylon,Cyperaceae_unclassified,Cystopteris_bulbifera,Danthonia_spicata,Daucus_carota,Decodon_verticillatus,Dicranales_unclassified,Digitaria_ischaemum,Dioscorea_villosa,Diospyros_virginiana,Dipsacales_unclassified,Elaeagnaceae_unclassified,Eleocharis_parvula,Eleocharis_unclassified,Elodea_nuttallii,Elymus_virginicus,Enteromorpha_unclassified,Epilobium_ciliatum,Equisetum_laevigatum,Equisetum_pratense,Equisetum_unclassified,Ericaceae_unclassified,Ericales_unclassified,Erigeron_philadelphicus,Erodium_cicutarium,Euonymus_alatus,Euphorbia_maculata,Eutrochium_purpureum,Fabaceae_unclassified,Fagaceae_unclassified,Fagales_unclassified,Fagus_grandifolia,Fallopia_japonica,Festuca_rubra,Festuca_unclassified,Frangula_alnus,Fraxinus_americana,Fraxinus_unclassified,Funaria_hygrometrica,Galium_unclassified,Geraniaceae_unclassified,Geranium_pusillum,Geranium_unclassified,Geum_canadense,Geum_macrophyllum,Geum_unclassified,Ginkgo_biloba,Gleditsia_triacanthos,Glycine_max,Hamamelis_virginiana,Helianthus_unclassified,Heteranthera_dubia,Hibiscus_rosa.sinensis,Hippuris_vulgaris,Humulus_lupulus,Hydrangea_unclassified,Hydrocharitaceae_unclassified,Hydrophyllum_virginianum,Hylocomiaceae_unclassified,Hypericum_kalmianum,Hypericum_perforatum,Hypericum_unclassified,Hypnales_unclassified,Ilex_unclassified,Impatiens_capensis,Iris_setosa,Iris_unclassified,Juncus_articulatus,Juncus_bufonius,Juncus_effusus,Juncus_unclassified,Jungermanniales_unclassified,Juniperus_horizontalis,Kalmia_unclassified,Lamiaceae_unclassified,Lamiales_unclassified,Lamium_purpureum,Laportea_canadensis,Larix_decidua,Larix_unclassified,Lauraceae_unclassified,Lavandula_angustifolia,Leersia_oryzoides,Leersia_unclassified,Lemna_minor,Lemna_unclassified,Linnaea_amabilis,Liriodendron_tulipifera,Lolium_multiflorum,Lolium_unclassified,Lonicera_tatarica,Lonicera_unclassified,Lophocolea_heterophylla,Lotus_pedunculatus,Lotus_unclassified,Ludwigia_palustris,Lycopodium_annotinum,Lysimachia_terrestris,Lysimachia_unclassified,Lythrum_salicaria,Lythrum_unclassified,Maclura_pomifera,Magnolia_acuminata,Magnoliopsida_unclassified,Malpighiales_unclassified,Malus_coronaria,Malva_unclassified,Malvaceae_unclassified,Marchantia_polymorpha,Marchantiophyta_unclassified,Matteuccia_struthiopteris,Menispermum_canadense,Mentha_unclassified,Mitella_nuda,Monarda_didyma,Moraceae_unclassified,Morus_nigra,Morus_rubra,Morus_unclassified,Myosotis_unclassified,Myriophyllum_heterophyllum,Myriophyllum_unclassified,Myriophyllum_verticillatum,Myrtales_unclassified,Najas_flexilis,Najas_gracillima,Najas_marina,Najas_minor,Najas_unclassified,Nepeta_cataria,Nuphar_advena,Nymphaea_alba,Nymphaea_odorata,Nymphaea_unclassified,Nymphaeaceae_unclassified,Nymphaeales_unclassified,Nyssa_sylvatica,Oenothera_biennis,Oleaceae_unclassified,Onagraceae_unclassified,Orchidaceae_unclassified,Osmunda_regalis,Osmundaceae_unclassified,Osmundastrum_cinnamomeum,Oxalis_dillenii,Oxalis_unclassified,Parthenocissus_quinquefolia,Parthenocissus_unclassified,Peltandra_virginica,Penthorum_sedoides,Persicaria_hydropiperoides,Persicaria_sagittata,Persicaria_unclassified,Phaseolus_vulgaris,Phellodendron_amurense,Philadelphus_coronarius,Phleum_pratense,Phragmites_australis,Phyla_lanceolata,Picea_glauca,Picea_unclassified,Pilea_pumila,Pinaceae_unclassified,Pinales_unclassified,Pinus_banksiana,Pinus_resinosa,Pinus_strobiformis,Pinus_strobus,Pinus_unclassified,Pisum_sativum,Plantae_unclassified,Plantaginaceae_unclassified,Plantago_lanceolata,Plantago_unclassified,Platanus_occidentalis,Pleurozium_schreberi,Poa_annua,Poa_unclassified,Poaceae_unclassified,Poales_unclassified,Polygonaceae_unclassified,Polygonum_arenastrum,Polypodiales_unclassified,Polypodiopsida_unclassified,Polystichum_unclassified,Polytrichum_commune,Pontederia_cordata,Populus_deltoides,Populus_unclassified,Potamogeton_gramineus,Potamogeton_unclassified,Potamogetonaceae_unclassified,Potentilla_anserina,Potentilla_pensylvanica,Proteales_unclassified,Prunus_domestica,Prunus_serotina,Prunus_serrulata,Prunus_unclassified,Quercus_alba,Quercus_unclassified,Ranunculaceae_unclassified,Ranunculales_unclassified,Ranunculus_acris,Ranunculus_aquatilis,Ranunculus_unclassified,Rhamnaceae_unclassified,Rhamnus_davurica,Rhus_glabra,Rhynchospora_alba,Ribes_rubrum,Ribes_unclassified,Riccia_fluitans,Robinia_pseudoacacia,Rorippa_sylvestris,Rosa_palustris,Rosa_unclassified,Rosaceae_unclassified,Rosales_unclassified,Rubus_occidentalis,Rubus_unclassified,Rudbeckia_hirta,Rumex_longifolius,Rumex_unclassified,Rutaceae_unclassified,Sagittaria_latifolia,Sagittaria_unclassified,Salicaceae_unclassified,Salix_exigua,Salix_lucida,Salix_nigra,Salix_unclassified,Salsola_tragus,Sanicula_unclassified,Sapindaceae_unclassified,Sapindales_unclassified,Sarracenia_purpurea,Sassafras_albidum,Saururus_cernuus,Saxifragales_unclassified,Schoenoplectus_tabernaemontani,Schoenoplectus_unclassified,Scutellaria_parvula,Shepherdia_canadensis,Silene_unclassified,Silene_virginica,Sinapis_arvensis,Smilax_tamnoides,Solanaceae_unclassified,Solanales_unclassified,Solanum_dulcamara,Solanum_lycopersicum,Solanum_unclassified,Sparganium_natans,Sparganium_unclassified,Sphagnum_unclassified,Sporobolus_unclassified,Sporobolus_vaginiflorus,Staphylea_trifolia,Stuckenia_pectinata,Symphytum_officinale,Symplocarpus_foetidus,Taxodium_distichum,Taxus_canadensis,Thalictrum_dioicum,Thuja_occidentalis,Tilia_cordata,Tilia_unclassified,Toxicodendron_unclassified,Tracheophyta_unclassified,Trifolium_campestre,Trifolium_repens,Trifolium_unclassified,Trillium_grandiflorum,Triticum_aestivum,Tsuga_canadensis,Tsuga_unclassified,Typha_unclassified,Typhaceae_unclassified,Ulmus_glabra,Ulmus_thomasii,Ulmus_unclassified,unknown_unclassified,Urtica_dioica,Utricularia_macrorhiza,Utricularia_purpurea,Utricularia_resupinata,Utricularia_unclassified,Vaccinium_corymbosum,Vaccinium_unclassified,Vallisneria_americana,Verbena_bonariensis,Veronica_americana,Veronica_arvensis,Veronica_unclassified,Viburnum_unclassified,Vinca_minor,Vitaceae_unclassified,Vitis_labrusca,Vitis_unclassified,Wisteria_sinensis,Wolffia_brasiliensis,Wolffia_columbiana,Wolffia_unclassified,Xanthium_strumarium,Zannichellia_palustris
Five.Channels.Impoundment,FIV_21,surface,8@21,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,2.5,NA,376,44.46338333,-83.7056,315,88,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,180,0,32,31,0,643,51,0,6780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7106,39,0,0,0,0,0,0,0,338,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,54,0,0,0,0,0,0,202,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_22,surface,8@22,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,3,NA,377,44.46265,-83.70235,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,105,0,137,120,0,798,169,0,13467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,77,12,0,0,0,0,0,0,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_23,surface,8@23,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,2.5,NA,378,44.46373333,-83.69805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,18,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,268,64,0,11336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,69,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,73,0,0,0,0,0,0,709,0,0,0,0,0,0,0,94,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_24,benthic,8@24,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,2.5,NA,378,44.46373333,-83.69805,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,151,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,81,1039,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,17,0,14735,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,341,22,0,0,0,0,0,0,0,164,12,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,244,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_25,benthic,8@25,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,22,NA,379,44.46258333,-83.69695,90,68,0,0,0,44,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,36,19,0,100,0,0,0,0,0,0,0,0,0,45,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,63,0,76,0,0,0,0,0,0,0,0,29,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,30,0,0,18560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,187,0,0,0,0,0,0,0,46,0,15,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,704,0,138,0,0,0,0,0,452,17,0,0,0,0,0,45,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_26,surface,8@26,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,1.5,NA,380,44.4627,-83.69401667,0,37,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,12,0,0,19,0,152,13,0,14694,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,30,0,0,0,0,0,0,0,913,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,18,0,0,0,0,0,104,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_27,surface,8@27,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,1,NA,381,44.46133333,-83.69246667,0,21,0,0,0,0,0,0,155,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3769,30,0,0,0,0,0,0,0,180,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_28,surface,8@28,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,2,NA,382,44.45981667,-83.69415,42,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,329,23,0,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,5429,0,0,0,0,0,0,0,69,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,21,230,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_29,benthic,8@29,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,2,NA,383,44.45973333,-83.6936,0,128,0,35,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,45,0,0,0,42,13,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,35,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,69,460,0,6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,810,52,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,44,0,0,0,0,3692,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_30,surface,8@30,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,4.5,NA,384,44.45838333,-83.69351667,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,887,0,0,0,0,0,0,0,0,86,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,39,0,0,7119,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five.Channels.Impoundment,FIV_31,surface,8@31,8,6/28/2016,6/29/2016,NA,JK,FIV_53,NA,NA,2,NA,385,44.45656667,-83.69145,22,301,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,37,20,2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,2445,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,61,0,0,21,0,0,62,0,29,0,0,0,0,525,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
